1;arms_factory;8.00;10.03;1304.00;4.70;0
1;arms_factory;2327.00;9.95;2033.00;2.54;0
1;arms_factory;1727.00;11.55;2046.00;3.74;0
1;arms_factory;1449.00;10.00;2043.00;0.48;0
1;arms_factory;366.00;10.03;2042.00;3.14;0
1;arms_factory;1619.00;12.30;2041.00;5.81;0
1;industrial_complex;2358.00;9.85;1986.00;2.54;0
1;industrial_complex;1845.00;12.03;2039.00;5.21;0
1;industrial_complex;11.00;9.93;1248.00;1.59;0
1;industrial_complex;2363.00;10.05;1658.00;4.25;0
1;industrial_complex;2142.00;11.15;2043.00;0.99;0
1;industrial_complex;2363.00;10.20;1892.00;3.66;0
1;air_base;2188.00;11.57;2043.00;0.04;0
1;naval_base;63.00;9.50;2034.00;0.69;11058
1;naval_base;1089.00;9.50;2034.00;0.00;11259
1;naval_base;1005.00;9.50;1923.00;-1.57;11060
1;naval_base;1005.00;9.50;1830.00;-1.74;10938
1;naval_base;13.00;9.80;1272.00;-4.09;11019
1;naval_base;13.00;9.80;1613.00;-4.57;10955
1;naval_base;13.00;9.82;2021.00;-3.34;11058
1;naval_base;567.00;9.50;2034.00;1.03;11166
1;naval_base;2368.00;9.80;1855.00;0.39;11020
1;naval_base;274.00;9.50;2034.00;0.32;11022
1;naval_base;2355.00;9.50;1921.00;-1.25;10797
1;naval_base;1531.00;9.50;2034.00;-1.04;10747
1;naval_base;2368.00;9.75;2030.00;-4.19;11169
1;naval_base;2331.00;9.80;2033.00;0.79;11235
1;naval_base;376.00;9.50;2034.00;0.00;11152
1;naval_base;132.00;9.50;2034.00;-1.34;11058
1;naval_base;13.00;9.80;1765.00;1.57;11159
1;naval_base;13.00;9.75;1404.00;-3.75;11201
1;naval_base;727.00;9.50;2034.00;0.98;10791
1;naval_base;13.00;9.80;1874.00;-4.57;10844
1;naval_base;13.00;9.75;1331.00;1.43;11019
1;naval_base;1274.00;9.50;2034.00;0.32;11034
1;naval_base;214.00;9.50;2034.00;0.46;11022
1;naval_base;13.00;9.80;1571.00;-3.46;10955
1;naval_base;1087.00;9.50;2034.00;1.25;11259
1;naval_base;2355.00;9.50;1748.00;-1.41;11280
1;naval_base;1005.00;9.50;1596.00;-1.74;11010
1;naval_base;1005.00;9.50;2014.00;-2.03;10996
1;naval_base;2355.00;9.50;1617.00;-2.27;11280
1;naval_base;810.00;9.50;2034.00;-0.86;10791
1;naval_base;1018.00;9.75;1690.00;-4.57;10839
1;naval_base;1005.00;9.50;1847.00;-1.25;11149
1;naval_base;13.00;9.75;1501.00;1.43;11014
1;naval_base;629.00;9.50;2034.00;0.00;11166
1;naval_base;1511.00;9.50;2034.00;0.17;10747
1;naval_base;843.00;9.50;2034.00;-0.17;11179
1;naval_base;934.00;9.50;2034.00;-0.86;11179
1;naval_base;1018.00;9.75;1719.00;1.57;11278
1;naval_base;13.00;9.80;1816.00;-4.19;10844
1;naval_base;13.00;9.80;1904.00;-4.57;10948
1;naval_base;1031.00;9.50;2034.00;1.00;10819
1;naval_base;13.00;9.80;1128.00;0.17;11266
1;naval_base;1018.00;9.78;1750.00;1.17;11278
1;naval_base;960.00;9.50;2034.00;0.32;10996
1;naval_base;328.00;9.50;2034.00;-1.07;11022
1;naval_base;1359.00;9.50;2034.00;0.00;10756
1;naval_base;413.00;9.50;2034.00;-0.32;11152
1;naval_base;2355.00;9.50;1780.00;-0.31;11141
1;naval_base;1440.00;9.50;2034.00;1.26;10747
1;naval_base;701.00;9.50;2034.00;1.14;11098
1;naval_base;102.00;9.50;2034.00;0.00;11058
1;naval_base;13.00;9.80;1689.00;0.34;10955
1;naval_base;1346.00;9.50;2034.00;0.59;10756
